index,new_stem,old_image_name,old_label_name,new_image_name,new_label_name,old_image_relpath,old_label_relpath,new_image_relpath,new_label_relpath
1692,1692,MAR20_1368.jpg,MAR20_1368.txt,1692.jpg,1692.txt,images/train/MAR20_1368.jpg,labels/train/MAR20_1368.txt,images/train/1692.jpg,labels/train/1692.txt
1693,1693,MAR20_1369.jpg,MAR20_1369.txt,1693.jpg,1693.txt,images/train/MAR20_1369.jpg,labels/train/MAR20_1369.txt,images/train/1693.jpg,labels/train/1693.txt
1694,1694,MAR20_137.jpg,MAR20_137.txt,1694.jpg,1694.txt,images/train/MAR20_137.jpg,labels/train/MAR20_137.txt,images/train/1694.jpg,labels/train/1694.txt
1695,1695,MAR20_1370.jpg,MAR20_1370.txt,1695.jpg,1695.txt,images/train/MAR20_1370.jpg,labels/train/MAR20_1370.txt,images/train/1695.jpg,labels/train/1695.txt
1696,1696,MAR20_1372.jpg,MAR20_1372.txt,1696.jpg,1696.txt,images/train/MAR20_1372.jpg,labels/train/MAR20_1372.txt,images/train/1696.jpg,labels/train/1696.txt
1697,1697,MAR20_1373.jpg,MAR20_1373.txt,1697.jpg,1697.txt,images/train/MAR20_1373.jpg,labels/train/MAR20_1373.txt,images/train/1697.jpg,labels/train/1697.txt
1698,1698,MAR20_1374.jpg,MAR20_1374.txt,1698.jpg,1698.txt,images/train/MAR20_1374.jpg,labels/train/MAR20_1374.txt,images/train/1698.jpg,labels/train/1698.txt
1699,1699,MAR20_1375.jpg,MAR20_1375.txt,1699.jpg,1699.txt,images/train/MAR20_1375.jpg,labels/train/MAR20_1375.txt,images/train/1699.jpg,labels/train/1699.txt
1700,1700,MAR20_1376.jpg,MAR20_1376.txt,1700.jpg,1700.txt,images/train/MAR20_1376.jpg,labels/train/MAR20_1376.txt,images/train/1700.jpg,labels/train/1700.txt
1701,1701,MAR20_1379.jpg,MAR20_1379.txt,1701.jpg,1701.txt,images/train/MAR20_1379.jpg,labels/train/MAR20_1379.txt,images/train/1701.jpg,labels/train/1701.txt
1702,1702,MAR20_1381.jpg,MAR20_1381.txt,1702.jpg,1702.txt,images/train/MAR20_1381.jpg,labels/train/MAR20_1381.txt,images/train/1702.jpg,labels/train/1702.txt
1703,1703,MAR20_1382.jpg,MAR20_1382.txt,1703.jpg,1703.txt,images/train/MAR20_1382.jpg,labels/train/MAR20_1382.txt,images/train/1703.jpg,labels/train/1703.txt
1704,1704,MAR20_1383.jpg,MAR20_1383.txt,1704.jpg,1704.txt,images/train/MAR20_1383.jpg,labels/train/MAR20_1383.txt,images/train/1704.jpg,labels/train/1704.txt
1705,1705,MAR20_1384.jpg,MAR20_1384.txt,1705.jpg,1705.txt,images/train/MAR20_1384.jpg,labels/train/MAR20_1384.txt,images/train/1705.jpg,labels/train/1705.txt
1706,1706,MAR20_1385.jpg,MAR20_1385.txt,1706.jpg,1706.txt,images/train/MAR20_1385.jpg,labels/train/MAR20_1385.txt,images/train/1706.jpg,labels/train/1706.txt
1707,1707,MAR20_1386.jpg,MAR20_1386.txt,1707.jpg,1707.txt,images/train/MAR20_1386.jpg,labels/train/MAR20_1386.txt,images/train/1707.jpg,labels/train/1707.txt
1708,1708,MAR20_1387.jpg,MAR20_1387.txt,1708.jpg,1708.txt,images/train/MAR20_1387.jpg,labels/train/MAR20_1387.txt,images/train/1708.jpg,labels/train/1708.txt
1709,1709,MAR20_1388.jpg,MAR20_1388.txt,1709.jpg,1709.txt,images/train/MAR20_1388.jpg,labels/train/MAR20_1388.txt,images/train/1709.jpg,labels/train/1709.txt
1710,1710,MAR20_1389.jpg,MAR20_1389.txt,1710.jpg,1710.txt,images/train/MAR20_1389.jpg,labels/train/MAR20_1389.txt,images/train/1710.jpg,labels/train/1710.txt
1711,1711,MAR20_1390.jpg,MAR20_1390.txt,1711.jpg,1711.txt,images/train/MAR20_1390.jpg,labels/train/MAR20_1390.txt,images/train/1711.jpg,labels/train/1711.txt
1712,1712,MAR20_1391.jpg,MAR20_1391.txt,1712.jpg,1712.txt,images/train/MAR20_1391.jpg,labels/train/MAR20_1391.txt,images/train/1712.jpg,labels/train/1712.txt
1713,1713,MAR20_1392.jpg,MAR20_1392.txt,1713.jpg,1713.txt,images/train/MAR20_1392.jpg,labels/train/MAR20_1392.txt,images/train/1713.jpg,labels/train/1713.txt
1714,1714,MAR20_1393.jpg,MAR20_1393.txt,1714.jpg,1714.txt,images/train/MAR20_1393.jpg,labels/train/MAR20_1393.txt,images/train/1714.jpg,labels/train/1714.txt
1715,1715,MAR20_1394.jpg,MAR20_1394.txt,1715.jpg,1715.txt,images/train/MAR20_1394.jpg,labels/train/MAR20_1394.txt,images/train/1715.jpg,labels/train/1715.txt
1716,1716,MAR20_1395.jpg,MAR20_1395.txt,1716.jpg,1716.txt,images/train/MAR20_1395.jpg,labels/train/MAR20_1395.txt,images/train/1716.jpg,labels/train/1716.txt
1717,1717,MAR20_1396.jpg,MAR20_1396.txt,1717.jpg,1717.txt,images/train/MAR20_1396.jpg,labels/train/MAR20_1396.txt,images/train/1717.jpg,labels/train/1717.txt
1718,1718,MAR20_1397.jpg,MAR20_1397.txt,1718.jpg,1718.txt,images/train/MAR20_1397.jpg,labels/train/MAR20_1397.txt,images/train/1718.jpg,labels/train/1718.txt
1719,1719,MAR20_1398.jpg,MAR20_1398.txt,1719.jpg,1719.txt,images/train/MAR20_1398.jpg,labels/train/MAR20_1398.txt,images/train/1719.jpg,labels/train/1719.txt
1720,1720,MAR20_1399.jpg,MAR20_1399.txt,1720.jpg,1720.txt,images/train/MAR20_1399.jpg,labels/train/MAR20_1399.txt,images/train/1720.jpg,labels/train/1720.txt
1721,1721,MAR20_14.jpg,MAR20_14.txt,1721.jpg,1721.txt,images/train/MAR20_14.jpg,labels/train/MAR20_14.txt,images/train/1721.jpg,labels/train/1721.txt
1722,1722,MAR20_140.jpg,MAR20_140.txt,1722.jpg,1722.txt,images/train/MAR20_140.jpg,labels/train/MAR20_140.txt,images/train/1722.jpg,labels/train/1722.txt
1723,1723,MAR20_1400.jpg,MAR20_1400.txt,1723.jpg,1723.txt,images/train/MAR20_1400.jpg,labels/train/MAR20_1400.txt,images/train/1723.jpg,labels/train/1723.txt
1724,1724,MAR20_1401.jpg,MAR20_1401.txt,1724.jpg,1724.txt,images/train/MAR20_1401.jpg,labels/train/MAR20_1401.txt,images/train/1724.jpg,labels/train/1724.txt
1725,1725,MAR20_1402.jpg,MAR20_1402.txt,1725.jpg,1725.txt,images/train/MAR20_1402.jpg,labels/train/MAR20_1402.txt,images/train/1725.jpg,labels/train/1725.txt
1726,1726,MAR20_1403.jpg,MAR20_1403.txt,1726.jpg,1726.txt,images/train/MAR20_1403.jpg,labels/train/MAR20_1403.txt,images/train/1726.jpg,labels/train/1726.txt
1727,1727,MAR20_1404.jpg,MAR20_1404.txt,1727.jpg,1727.txt,images/train/MAR20_1404.jpg,labels/train/MAR20_1404.txt,images/train/1727.jpg,labels/train/1727.txt
1728,1728,MAR20_1405.jpg,MAR20_1405.txt,1728.jpg,1728.txt,images/train/MAR20_1405.jpg,labels/train/MAR20_1405.txt,images/train/1728.jpg,labels/train/1728.txt
1729,1729,MAR20_1406.jpg,MAR20_1406.txt,1729.jpg,1729.txt,images/train/MAR20_1406.jpg,labels/train/MAR20_1406.txt,images/train/1729.jpg,labels/train/1729.txt
1730,1730,MAR20_1409.jpg,MAR20_1409.txt,1730.jpg,1730.txt,images/train/MAR20_1409.jpg,labels/train/MAR20_1409.txt,images/train/1730.jpg,labels/train/1730.txt
1731,1731,MAR20_141.jpg,MAR20_141.txt,1731.jpg,1731.txt,images/train/MAR20_141.jpg,labels/train/MAR20_141.txt,images/train/1731.jpg,labels/train/1731.txt
1732,1732,MAR20_1410.jpg,MAR20_1410.txt,1732.jpg,1732.txt,images/train/MAR20_1410.jpg,labels/train/MAR20_1410.txt,images/train/1732.jpg,labels/train/1732.txt
1733,1733,MAR20_1411.jpg,MAR20_1411.txt,1733.jpg,1733.txt,images/train/MAR20_1411.jpg,labels/train/MAR20_1411.txt,images/train/1733.jpg,labels/train/1733.txt
1734,1734,MAR20_1412.jpg,MAR20_1412.txt,1734.jpg,1734.txt,images/train/MAR20_1412.jpg,labels/train/MAR20_1412.txt,images/train/1734.jpg,labels/train/1734.txt
1735,1735,MAR20_1413.jpg,MAR20_1413.txt,1735.jpg,1735.txt,images/train/MAR20_1413.jpg,labels/train/MAR20_1413.txt,images/train/1735.jpg,labels/train/1735.txt
1736,1736,MAR20_1414.jpg,MAR20_1414.txt,1736.jpg,1736.txt,images/train/MAR20_1414.jpg,labels/train/MAR20_1414.txt,images/train/1736.jpg,labels/train/1736.txt
1737,1737,MAR20_1415.jpg,MAR20_1415.txt,1737.jpg,1737.txt,images/train/MAR20_1415.jpg,labels/train/MAR20_1415.txt,images/train/1737.jpg,labels/train/1737.txt
1738,1738,MAR20_1417.jpg,MAR20_1417.txt,1738.jpg,1738.txt,images/train/MAR20_1417.jpg,labels/train/MAR20_1417.txt,images/train/1738.jpg,labels/train/1738.txt
1739,1739,MAR20_1418.jpg,MAR20_1418.txt,1739.jpg,1739.txt,images/train/MAR20_1418.jpg,labels/train/MAR20_1418.txt,images/train/1739.jpg,labels/train/1739.txt
1740,1740,MAR20_1419.jpg,MAR20_1419.txt,1740.jpg,1740.txt,images/train/MAR20_1419.jpg,labels/train/MAR20_1419.txt,images/train/1740.jpg,labels/train/1740.txt
1741,1741,MAR20_142.jpg,MAR20_142.txt,1741.jpg,1741.txt,images/train/MAR20_142.jpg,labels/train/MAR20_142.txt,images/train/1741.jpg,labels/train/1741.txt
1742,1742,MAR20_1420.jpg,MAR20_1420.txt,1742.jpg,1742.txt,images/train/MAR20_1420.jpg,labels/train/MAR20_1420.txt,images/train/1742.jpg,labels/train/1742.txt
1743,1743,MAR20_1421.jpg,MAR20_1421.txt,1743.jpg,1743.txt,images/train/MAR20_1421.jpg,labels/train/MAR20_1421.txt,images/train/1743.jpg,labels/train/1743.txt
1744,1744,MAR20_1422.jpg,MAR20_1422.txt,1744.jpg,1744.txt,images/train/MAR20_1422.jpg,labels/train/MAR20_1422.txt,images/train/1744.jpg,labels/train/1744.txt
1745,1745,MAR20_1423.jpg,MAR20_1423.txt,1745.jpg,1745.txt,images/train/MAR20_1423.jpg,labels/train/MAR20_1423.txt,images/train/1745.jpg,labels/train/1745.txt
1746,1746,MAR20_1424.jpg,MAR20_1424.txt,1746.jpg,1746.txt,images/train/MAR20_1424.jpg,labels/train/MAR20_1424.txt,images/train/1746.jpg,labels/train/1746.txt
1747,1747,MAR20_1425.jpg,MAR20_1425.txt,1747.jpg,1747.txt,images/train/MAR20_1425.jpg,labels/train/MAR20_1425.txt,images/train/1747.jpg,labels/train/1747.txt
1748,1748,MAR20_1426.jpg,MAR20_1426.txt,1748.jpg,1748.txt,images/train/MAR20_1426.jpg,labels/train/MAR20_1426.txt,images/train/1748.jpg,labels/train/1748.txt
1749,1749,MAR20_1427.jpg,MAR20_1427.txt,1749.jpg,1749.txt,images/train/MAR20_1427.jpg,labels/train/MAR20_1427.txt,images/train/1749.jpg,labels/train/1749.txt
1750,1750,MAR20_1428.jpg,MAR20_1428.txt,1750.jpg,1750.txt,images/train/MAR20_1428.jpg,labels/train/MAR20_1428.txt,images/train/1750.jpg,labels/train/1750.txt
1751,1751,MAR20_1429.jpg,MAR20_1429.txt,1751.jpg,1751.txt,images/train/MAR20_1429.jpg,labels/train/MAR20_1429.txt,images/train/1751.jpg,labels/train/1751.txt
1752,1752,MAR20_143.jpg,MAR20_143.txt,1752.jpg,1752.txt,images/train/MAR20_143.jpg,labels/train/MAR20_143.txt,images/train/1752.jpg,labels/train/1752.txt
1753,1753,MAR20_1430.jpg,MAR20_1430.txt,1753.jpg,1753.txt,images/train/MAR20_1430.jpg,labels/train/MAR20_1430.txt,images/train/1753.jpg,labels/train/1753.txt
1754,1754,MAR20_1431.jpg,MAR20_1431.txt,1754.jpg,1754.txt,images/train/MAR20_1431.jpg,labels/train/MAR20_1431.txt,images/train/1754.jpg,labels/train/1754.txt
1755,1755,MAR20_1433.jpg,MAR20_1433.txt,1755.jpg,1755.txt,images/train/MAR20_1433.jpg,labels/train/MAR20_1433.txt,images/train/1755.jpg,labels/train/1755.txt
1756,1756,MAR20_1434.jpg,MAR20_1434.txt,1756.jpg,1756.txt,images/train/MAR20_1434.jpg,labels/train/MAR20_1434.txt,images/train/1756.jpg,labels/train/1756.txt
1757,1757,MAR20_1435.jpg,MAR20_1435.txt,1757.jpg,1757.txt,images/train/MAR20_1435.jpg,labels/train/MAR20_1435.txt,images/train/1757.jpg,labels/train/1757.txt
1758,1758,MAR20_1436.jpg,MAR20_1436.txt,1758.jpg,1758.txt,images/train/MAR20_1436.jpg,labels/train/MAR20_1436.txt,images/train/1758.jpg,labels/train/1758.txt
1759,1759,MAR20_1437.jpg,MAR20_1437.txt,1759.jpg,1759.txt,images/train/MAR20_1437.jpg,labels/train/MAR20_1437.txt,images/train/1759.jpg,labels/train/1759.txt
1760,1760,MAR20_1438.jpg,MAR20_1438.txt,1760.jpg,1760.txt,images/train/MAR20_1438.jpg,labels/train/MAR20_1438.txt,images/train/1760.jpg,labels/train/1760.txt
1761,1761,MAR20_1439.jpg,MAR20_1439.txt,1761.jpg,1761.txt,images/train/MAR20_1439.jpg,labels/train/MAR20_1439.txt,images/train/1761.jpg,labels/train/1761.txt
1762,1762,MAR20_144.jpg,MAR20_144.txt,1762.jpg,1762.txt,images/train/MAR20_144.jpg,labels/train/MAR20_144.txt,images/train/1762.jpg,labels/train/1762.txt
1763,1763,MAR20_1440.jpg,MAR20_1440.txt,1763.jpg,1763.txt,images/train/MAR20_1440.jpg,labels/train/MAR20_1440.txt,images/train/1763.jpg,labels/train/1763.txt
1764,1764,MAR20_1441.jpg,MAR20_1441.txt,1764.jpg,1764.txt,images/train/MAR20_1441.jpg,labels/train/MAR20_1441.txt,images/train/1764.jpg,labels/train/1764.txt
1765,1765,MAR20_1442.jpg,MAR20_1442.txt,1765.jpg,1765.txt,images/train/MAR20_1442.jpg,labels/train/MAR20_1442.txt,images/train/1765.jpg,labels/train/1765.txt
1766,1766,MAR20_1443.jpg,MAR20_1443.txt,1766.jpg,1766.txt,images/train/MAR20_1443.jpg,labels/train/MAR20_1443.txt,images/train/1766.jpg,labels/train/1766.txt
1767,1767,MAR20_1444.jpg,MAR20_1444.txt,1767.jpg,1767.txt,images/train/MAR20_1444.jpg,labels/train/MAR20_1444.txt,images/train/1767.jpg,labels/train/1767.txt
1768,1768,MAR20_1445.jpg,MAR20_1445.txt,1768.jpg,1768.txt,images/train/MAR20_1445.jpg,labels/train/MAR20_1445.txt,images/train/1768.jpg,labels/train/1768.txt
1769,1769,MAR20_1447.jpg,MAR20_1447.txt,1769.jpg,1769.txt,images/train/MAR20_1447.jpg,labels/train/MAR20_1447.txt,images/train/1769.jpg,labels/train/1769.txt
1770,1770,MAR20_1449.jpg,MAR20_1449.txt,1770.jpg,1770.txt,images/train/MAR20_1449.jpg,labels/train/MAR20_1449.txt,images/train/1770.jpg,labels/train/1770.txt
1771,1771,MAR20_1451.jpg,MAR20_1451.txt,1771.jpg,1771.txt,images/train/MAR20_1451.jpg,labels/train/MAR20_1451.txt,images/train/1771.jpg,labels/train/1771.txt
1772,1772,MAR20_1452.jpg,MAR20_1452.txt,1772.jpg,1772.txt,images/train/MAR20_1452.jpg,labels/train/MAR20_1452.txt,images/train/1772.jpg,labels/train/1772.txt
1773,1773,MAR20_1453.jpg,MAR20_1453.txt,1773.jpg,1773.txt,images/train/MAR20_1453.jpg,labels/train/MAR20_1453.txt,images/train/1773.jpg,labels/train/1773.txt
1774,1774,MAR20_1454.jpg,MAR20_1454.txt,1774.jpg,1774.txt,images/train/MAR20_1454.jpg,labels/train/MAR20_1454.txt,images/train/1774.jpg,labels/train/1774.txt
1775,1775,MAR20_1455.jpg,MAR20_1455.txt,1775.jpg,1775.txt,images/train/MAR20_1455.jpg,labels/train/MAR20_1455.txt,images/train/1775.jpg,labels/train/1775.txt
1776,1776,MAR20_1459.jpg,MAR20_1459.txt,1776.jpg,1776.txt,images/train/MAR20_1459.jpg,labels/train/MAR20_1459.txt,images/train/1776.jpg,labels/train/1776.txt
1777,1777,MAR20_1461.jpg,MAR20_1461.txt,1777.jpg,1777.txt,images/train/MAR20_1461.jpg,labels/train/MAR20_1461.txt,images/train/1777.jpg,labels/train/1777.txt
1778,1778,MAR20_1462.jpg,MAR20_1462.txt,1778.jpg,1778.txt,images/train/MAR20_1462.jpg,labels/train/MAR20_1462.txt,images/train/1778.jpg,labels/train/1778.txt
1779,1779,MAR20_1463.jpg,MAR20_1463.txt,1779.jpg,1779.txt,images/train/MAR20_1463.jpg,labels/train/MAR20_1463.txt,images/train/1779.jpg,labels/train/1779.txt
1780,1780,MAR20_1465.jpg,MAR20_1465.txt,1780.jpg,1780.txt,images/train/MAR20_1465.jpg,labels/train/MAR20_1465.txt,images/train/1780.jpg,labels/train/1780.txt
1781,1781,MAR20_1466.jpg,MAR20_1466.txt,1781.jpg,1781.txt,images/train/MAR20_1466.jpg,labels/train/MAR20_1466.txt,images/train/1781.jpg,labels/train/1781.txt
1782,1782,MAR20_1467.jpg,MAR20_1467.txt,1782.jpg,1782.txt,images/train/MAR20_1467.jpg,labels/train/MAR20_1467.txt,images/train/1782.jpg,labels/train/1782.txt
1783,1783,MAR20_1468.jpg,MAR20_1468.txt,1783.jpg,1783.txt,images/train/MAR20_1468.jpg,labels/train/MAR20_1468.txt,images/train/1783.jpg,labels/train/1783.txt
1784,1784,MAR20_1469.jpg,MAR20_1469.txt,1784.jpg,1784.txt,images/train/MAR20_1469.jpg,labels/train/MAR20_1469.txt,images/train/1784.jpg,labels/train/1784.txt
1785,1785,MAR20_1470.jpg,MAR20_1470.txt,1785.jpg,1785.txt,images/train/MAR20_1470.jpg,labels/train/MAR20_1470.txt,images/train/1785.jpg,labels/train/1785.txt
1786,1786,MAR20_1472.jpg,MAR20_1472.txt,1786.jpg,1786.txt,images/train/MAR20_1472.jpg,labels/train/MAR20_1472.txt,images/train/1786.jpg,labels/train/1786.txt
1787,1787,MAR20_1473.jpg,MAR20_1473.txt,1787.jpg,1787.txt,images/train/MAR20_1473.jpg,labels/train/MAR20_1473.txt,images/train/1787.jpg,labels/train/1787.txt
1788,1788,MAR20_1475.jpg,MAR20_1475.txt,1788.jpg,1788.txt,images/train/MAR20_1475.jpg,labels/train/MAR20_1475.txt,images/train/1788.jpg,labels/train/1788.txt
1789,1789,MAR20_1476.jpg,MAR20_1476.txt,1789.jpg,1789.txt,images/train/MAR20_1476.jpg,labels/train/MAR20_1476.txt,images/train/1789.jpg,labels/train/1789.txt
1790,1790,MAR20_1478.jpg,MAR20_1478.txt,1790.jpg,1790.txt,images/train/MAR20_1478.jpg,labels/train/MAR20_1478.txt,images/train/1790.jpg,labels/train/1790.txt
1791,1791,MAR20_1479.jpg,MAR20_1479.txt,1791.jpg,1791.txt,images/train/MAR20_1479.jpg,labels/train/MAR20_1479.txt,images/train/1791.jpg,labels/train/1791.txt
1792,1792,MAR20_148.jpg,MAR20_148.txt,1792.jpg,1792.txt,images/train/MAR20_148.jpg,labels/train/MAR20_148.txt,images/train/1792.jpg,labels/train/1792.txt
1793,1793,MAR20_1482.jpg,MAR20_1482.txt,1793.jpg,1793.txt,images/train/MAR20_1482.jpg,labels/train/MAR20_1482.txt,images/train/1793.jpg,labels/train/1793.txt
1794,1794,MAR20_1483.jpg,MAR20_1483.txt,1794.jpg,1794.txt,images/train/MAR20_1483.jpg,labels/train/MAR20_1483.txt,images/train/1794.jpg,labels/train/1794.txt
1795,1795,MAR20_1484.jpg,MAR20_1484.txt,1795.jpg,1795.txt,images/train/MAR20_1484.jpg,labels/train/MAR20_1484.txt,images/train/1795.jpg,labels/train/1795.txt
1796,1796,MAR20_1485.jpg,MAR20_1485.txt,1796.jpg,1796.txt,images/train/MAR20_1485.jpg,labels/train/MAR20_1485.txt,images/train/1796.jpg,labels/train/1796.txt
1797,1797,MAR20_1486.jpg,MAR20_1486.txt,1797.jpg,1797.txt,images/train/MAR20_1486.jpg,labels/train/MAR20_1486.txt,images/train/1797.jpg,labels/train/1797.txt
1798,1798,MAR20_1487.jpg,MAR20_1487.txt,1798.jpg,1798.txt,images/train/MAR20_1487.jpg,labels/train/MAR20_1487.txt,images/train/1798.jpg,labels/train/1798.txt
1799,1799,MAR20_1488.jpg,MAR20_1488.txt,1799.jpg,1799.txt,images/train/MAR20_1488.jpg,labels/train/MAR20_1488.txt,images/train/1799.jpg,labels/train/1799.txt
1800,1800,MAR20_1489.jpg,MAR20_1489.txt,1800.jpg,1800.txt,images/train/MAR20_1489.jpg,labels/train/MAR20_1489.txt,images/train/1800.jpg,labels/train/1800.txt
1801,1801,MAR20_149.jpg,MAR20_149.txt,1801.jpg,1801.txt,images/train/MAR20_149.jpg,labels/train/MAR20_149.txt,images/train/1801.jpg,labels/train/1801.txt
1802,1802,MAR20_1491.jpg,MAR20_1491.txt,1802.jpg,1802.txt,images/train/MAR20_1491.jpg,labels/train/MAR20_1491.txt,images/train/1802.jpg,labels/train/1802.txt
1803,1803,MAR20_1492.jpg,MAR20_1492.txt,1803.jpg,1803.txt,images/train/MAR20_1492.jpg,labels/train/MAR20_1492.txt,images/train/1803.jpg,labels/train/1803.txt
1804,1804,MAR20_1493.jpg,MAR20_1493.txt,1804.jpg,1804.txt,images/train/MAR20_1493.jpg,labels/train/MAR20_1493.txt,images/train/1804.jpg,labels/train/1804.txt
1805,1805,MAR20_1494.jpg,MAR20_1494.txt,1805.jpg,1805.txt,images/train/MAR20_1494.jpg,labels/train/MAR20_1494.txt,images/train/1805.jpg,labels/train/1805.txt
1806,1806,MAR20_1495.jpg,MAR20_1495.txt,1806.jpg,1806.txt,images/train/MAR20_1495.jpg,labels/train/MAR20_1495.txt,images/train/1806.jpg,labels/train/1806.txt
1807,1807,MAR20_1497.jpg,MAR20_1497.txt,1807.jpg,1807.txt,images/train/MAR20_1497.jpg,labels/train/MAR20_1497.txt,images/train/1807.jpg,labels/train/1807.txt
1808,1808,MAR20_1498.jpg,MAR20_1498.txt,1808.jpg,1808.txt,images/train/MAR20_1498.jpg,labels/train/MAR20_1498.txt,images/train/1808.jpg,labels/train/1808.txt
1809,1809,MAR20_15.jpg,MAR20_15.txt,1809.jpg,1809.txt,images/train/MAR20_15.jpg,labels/train/MAR20_15.txt,images/train/1809.jpg,labels/train/1809.txt
1810,1810,MAR20_150.jpg,MAR20_150.txt,1810.jpg,1810.txt,images/train/MAR20_150.jpg,labels/train/MAR20_150.txt,images/train/1810.jpg,labels/train/1810.txt
1811,1811,MAR20_1500.jpg,MAR20_1500.txt,1811.jpg,1811.txt,images/train/MAR20_1500.jpg,labels/train/MAR20_1500.txt,images/train/1811.jpg,labels/train/1811.txt
1812,1812,MAR20_1501.jpg,MAR20_1501.txt,1812.jpg,1812.txt,images/train/MAR20_1501.jpg,labels/train/MAR20_1501.txt,images/train/1812.jpg,labels/train/1812.txt
1813,1813,MAR20_1502.jpg,MAR20_1502.txt,1813.jpg,1813.txt,images/train/MAR20_1502.jpg,labels/train/MAR20_1502.txt,images/train/1813.jpg,labels/train/1813.txt
1814,1814,MAR20_1503.jpg,MAR20_1503.txt,1814.jpg,1814.txt,images/train/MAR20_1503.jpg,labels/train/MAR20_1503.txt,images/train/1814.jpg,labels/train/1814.txt
1815,1815,MAR20_1504.jpg,MAR20_1504.txt,1815.jpg,1815.txt,images/train/MAR20_1504.jpg,labels/train/MAR20_1504.txt,images/train/1815.jpg,labels/train/1815.txt
1816,1816,MAR20_1506.jpg,MAR20_1506.txt,1816.jpg,1816.txt,images/train/MAR20_1506.jpg,labels/train/MAR20_1506.txt,images/train/1816.jpg,labels/train/1816.txt
1817,1817,MAR20_1507.jpg,MAR20_1507.txt,1817.jpg,1817.txt,images/train/MAR20_1507.jpg,labels/train/MAR20_1507.txt,images/train/1817.jpg,labels/train/1817.txt
1818,1818,MAR20_1509.jpg,MAR20_1509.txt,1818.jpg,1818.txt,images/train/MAR20_1509.jpg,labels/train/MAR20_1509.txt,images/train/1818.jpg,labels/train/1818.txt
1819,1819,MAR20_1510.jpg,MAR20_1510.txt,1819.jpg,1819.txt,images/train/MAR20_1510.jpg,labels/train/MAR20_1510.txt,images/train/1819.jpg,labels/train/1819.txt
1820,1820,MAR20_1511.jpg,MAR20_1511.txt,1820.jpg,1820.txt,images/train/MAR20_1511.jpg,labels/train/MAR20_1511.txt,images/train/1820.jpg,labels/train/1820.txt
1821,1821,MAR20_1512.jpg,MAR20_1512.txt,1821.jpg,1821.txt,images/train/MAR20_1512.jpg,labels/train/MAR20_1512.txt,images/train/1821.jpg,labels/train/1821.txt
1822,1822,MAR20_1513.jpg,MAR20_1513.txt,1822.jpg,1822.txt,images/train/MAR20_1513.jpg,labels/train/MAR20_1513.txt,images/train/1822.jpg,labels/train/1822.txt
1823,1823,MAR20_1514.jpg,MAR20_1514.txt,1823.jpg,1823.txt,images/train/MAR20_1514.jpg,labels/train/MAR20_1514.txt,images/train/1823.jpg,labels/train/1823.txt
1824,1824,MAR20_1515.jpg,MAR20_1515.txt,1824.jpg,1824.txt,images/train/MAR20_1515.jpg,labels/train/MAR20_1515.txt,images/train/1824.jpg,labels/train/1824.txt
1825,1825,MAR20_1516.jpg,MAR20_1516.txt,1825.jpg,1825.txt,images/train/MAR20_1516.jpg,labels/train/MAR20_1516.txt,images/train/1825.jpg,labels/train/1825.txt
1826,1826,MAR20_1517.jpg,MAR20_1517.txt,1826.jpg,1826.txt,images/train/MAR20_1517.jpg,labels/train/MAR20_1517.txt,images/train/1826.jpg,labels/train/1826.txt
1827,1827,MAR20_1519.jpg,MAR20_1519.txt,1827.jpg,1827.txt,images/train/MAR20_1519.jpg,labels/train/MAR20_1519.txt,images/train/1827.jpg,labels/train/1827.txt
1828,1828,MAR20_1520.jpg,MAR20_1520.txt,1828.jpg,1828.txt,images/train/MAR20_1520.jpg,labels/train/MAR20_1520.txt,images/train/1828.jpg,labels/train/1828.txt
1829,1829,MAR20_1521.jpg,MAR20_1521.txt,1829.jpg,1829.txt,images/train/MAR20_1521.jpg,labels/train/MAR20_1521.txt,images/train/1829.jpg,labels/train/1829.txt
1830,1830,MAR20_1522.jpg,MAR20_1522.txt,1830.jpg,1830.txt,images/train/MAR20_1522.jpg,labels/train/MAR20_1522.txt,images/train/1830.jpg,labels/train/1830.txt
1831,1831,MAR20_1523.jpg,MAR20_1523.txt,1831.jpg,1831.txt,images/train/MAR20_1523.jpg,labels/train/MAR20_1523.txt,images/train/1831.jpg,labels/train/1831.txt
1832,1832,MAR20_1525.jpg,MAR20_1525.txt,1832.jpg,1832.txt,images/train/MAR20_1525.jpg,labels/train/MAR20_1525.txt,images/train/1832.jpg,labels/train/1832.txt
1833,1833,MAR20_1526.jpg,MAR20_1526.txt,1833.jpg,1833.txt,images/train/MAR20_1526.jpg,labels/train/MAR20_1526.txt,images/train/1833.jpg,labels/train/1833.txt
1834,1834,MAR20_1527.jpg,MAR20_1527.txt,1834.jpg,1834.txt,images/train/MAR20_1527.jpg,labels/train/MAR20_1527.txt,images/train/1834.jpg,labels/train/1834.txt
1835,1835,MAR20_1529.jpg,MAR20_1529.txt,1835.jpg,1835.txt,images/train/MAR20_1529.jpg,labels/train/MAR20_1529.txt,images/train/1835.jpg,labels/train/1835.txt
1836,1836,MAR20_153.jpg,MAR20_153.txt,1836.jpg,1836.txt,images/train/MAR20_153.jpg,labels/train/MAR20_153.txt,images/train/1836.jpg,labels/train/1836.txt
