scene_id,assigned_split,image_count,object_count,class_counts_json
MAR20_1217,train,1,4,"{""23"": 4}"
MAR20_1218,train,1,5,"{""4"": 5}"
MAR20_122,val,1,2,"{""10"": 2}"
MAR20_1220,train,1,2,"{""8"": 2}"
MAR20_1221,train,1,3,"{""5"": 1, ""12"": 2}"
MAR20_1222,train,1,4,"{""8"": 4}"
MAR20_1223,train,1,8,"{""15"": 4, ""20"": 4}"
MAR20_1224,train,1,7,"{""8"": 7}"
MAR20_1225,train,1,5,"{""15"": 2, ""20"": 3}"
MAR20_1227,train,1,2,"{""17"": 2}"
MAR20_1228,train,1,6,"{""22"": 6}"
MAR20_1229,train,1,9,"{""13"": 9}"
MAR20_1231,train,1,3,"{""4"": 3}"
MAR20_1232,train,1,2,"{""8"": 2}"
MAR20_1233,train,1,9,"{""5"": 1, ""11"": 1, ""14"": 2, ""16"": 4, ""17"": 1}"
MAR20_1234,train,1,7,"{""8"": 7}"
MAR20_1235,train,1,1,"{""23"": 1}"
MAR20_1236,train,1,1,"{""17"": 1}"
MAR20_1238,train,1,3,"{""20"": 3}"
MAR20_1239,train,1,4,"{""4"": 4}"
MAR20_124,train,1,3,"{""10"": 3}"
MAR20_1241,train,1,6,"{""5"": 6}"
MAR20_1242,val,1,14,"{""19"": 14}"
MAR20_1243,train,1,1,"{""22"": 1}"
MAR20_1244,train,1,6,"{""6"": 1, ""17"": 5}"
MAR20_1245,train,1,5,"{""16"": 5}"
MAR20_1249,train,1,8,"{""19"": 8}"
MAR20_1250,train,1,1,"{""10"": 1}"
MAR20_1251,train,1,8,"{""10"": 8}"
MAR20_1252,train,1,3,"{""22"": 3}"
MAR20_1253,train,1,13,"{""19"": 13}"
MAR20_1254,train,1,3,"{""20"": 3}"
MAR20_1255,train,1,1,"{""17"": 1}"
MAR20_1256,train,1,2,"{""18"": 2}"
MAR20_1257,val,1,2,"{""4"": 2}"
MAR20_1258,train,1,13,"{""19"": 13}"
MAR20_1259,val,1,6,"{""17"": 6}"
MAR20_126,train,1,2,"{""10"": 2}"
MAR20_1260,train,1,3,"{""17"": 3}"
MAR20_1261,train,1,4,"{""17"": 4}"
MAR20_1262,train,1,6,"{""8"": 6}"
MAR20_1263,train,1,15,"{""12"": 3, ""19"": 12}"
MAR20_1264,train,1,5,"{""16"": 5}"
MAR20_1265,train,1,11,"{""11"": 11}"
MAR20_1266,train,1,6,"{""6"": 6}"
MAR20_1268,val,1,4,"{""5"": 2, ""12"": 2}"
MAR20_1269,val,1,5,"{""4"": 5}"
MAR20_127,train,1,3,"{""10"": 3}"
MAR20_1272,train,1,15,"{""8"": 9, ""16"": 6}"
MAR20_1273,train,1,2,"{""8"": 2}"
MAR20_1274,train,1,4,"{""15"": 1, ""20"": 3}"
MAR20_1277,train,1,6,"{""4"": 5, ""22"": 1}"
MAR20_1278,train,1,14,"{""19"": 14}"
MAR20_1279,train,1,5,"{""7"": 5}"
MAR20_128,train,1,6,"{""10"": 6}"
MAR20_1280,val,1,12,"{""16"": 5, ""18"": 7}"
MAR20_1282,train,1,2,"{""17"": 2}"
MAR20_1284,train,1,3,"{""20"": 3}"
MAR20_1285,train,1,3,"{""10"": 1, ""14"": 2}"
MAR20_1286,val,1,6,"{""10"": 6}"
MAR20_1287,val,1,1,"{""16"": 1}"
MAR20_1288,train,1,7,"{""7"": 7}"
MAR20_1289,train,1,3,"{""22"": 3}"
MAR20_1291,train,1,7,"{""13"": 7}"
MAR20_1292,train,1,5,"{""12"": 5}"
MAR20_1294,val,1,7,"{""8"": 7}"
MAR20_1295,train,1,9,"{""16"": 9}"
MAR20_1296,train,1,5,"{""5"": 5}"
MAR20_1297,train,1,3,"{""19"": 3}"
MAR20_130,train,1,4,"{""10"": 4}"
MAR20_1300,val,1,3,"{""5"": 2, ""14"": 1}"
MAR20_1301,train,1,7,"{""11"": 7}"
MAR20_1303,val,1,5,"{""15"": 4, ""20"": 1}"
MAR20_1304,train,1,5,"{""14"": 1, ""17"": 4}"
MAR20_1305,train,1,3,"{""22"": 1, ""23"": 2}"
MAR20_1306,val,1,6,"{""19"": 6}"
MAR20_1308,val,1,3,"{""11"": 3}"
MAR20_131,train,1,2,"{""10"": 2}"
MAR20_1311,train,1,8,"{""12"": 8}"
MAR20_1312,val,1,1,"{""16"": 1}"
MAR20_1314,val,1,5,"{""6"": 1, ""7"": 4}"
MAR20_1315,train,1,5,"{""6"": 5}"
MAR20_1317,val,1,5,"{""20"": 5}"
MAR20_1318,train,1,3,"{""4"": 3}"
MAR20_1319,train,1,4,"{""5"": 2, ""6"": 2}"
MAR20_132,train,1,5,"{""18"": 5}"
MAR20_1320,train,1,5,"{""5"": 1, ""10"": 1, ""14"": 1, ""17"": 1, ""21"": 1}"
MAR20_1322,train,1,3,"{""22"": 2, ""23"": 1}"
MAR20_1323,train,1,2,"{""8"": 2}"
MAR20_1324,train,1,13,"{""16"": 13}"
MAR20_1325,val,1,3,"{""8"": 3}"
MAR20_1326,train,1,3,"{""19"": 3}"
MAR20_1327,val,1,1,"{""20"": 1}"
MAR20_1328,train,1,6,"{""16"": 6}"
MAR20_1329,train,1,1,"{""17"": 1}"
MAR20_1331,train,1,8,"{""17"": 8}"
MAR20_1332,train,1,7,"{""22"": 7}"
MAR20_1333,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1334,train,1,21,"{""19"": 21}"
MAR20_1335,train,1,4,"{""22"": 4}"
MAR20_1337,train,1,3,"{""17"": 3}"
MAR20_1338,train,1,3,"{""17"": 2, ""21"": 1}"
MAR20_1339,train,1,12,"{""8"": 6, ""16"": 6}"
MAR20_134,train,1,2,"{""16"": 2}"
MAR20_1340,train,1,3,"{""4"": 3}"
MAR20_1341,val,1,4,"{""20"": 4}"
MAR20_1343,train,1,3,"{""7"": 3}"
MAR20_1344,val,1,8,"{""19"": 8}"
MAR20_1345,train,1,10,"{""8"": 10}"
MAR20_1346,val,1,3,"{""4"": 3}"
MAR20_1348,val,1,9,"{""4"": 4, ""22"": 5}"
MAR20_1349,train,1,3,"{""19"": 3}"
MAR20_135,train,1,6,"{""16"": 4, ""18"": 2}"
MAR20_1350,train,1,1,"{""16"": 1}"
MAR20_1351,train,1,2,"{""19"": 2}"
MAR20_1352,train,1,1,"{""8"": 1}"
MAR20_1353,val,1,4,"{""17"": 4}"
MAR20_1354,train,1,13,"{""15"": 8, ""20"": 5}"
MAR20_1356,train,1,6,"{""4"": 6}"
MAR20_1357,val,1,8,"{""6"": 8}"
MAR20_1358,train,1,3,"{""6"": 3}"
MAR20_1359,train,1,2,"{""5"": 1, ""13"": 1}"
MAR20_136,train,1,10,"{""18"": 10}"
MAR20_1360,train,1,7,"{""19"": 7}"
MAR20_1361,train,1,5,"{""6"": 5}"
MAR20_1362,train,1,11,"{""13"": 11}"
MAR20_1364,train,1,2,"{""16"": 2}"
MAR20_1365,val,1,3,"{""6"": 2, ""17"": 1}"
MAR20_1366,train,1,6,"{""17"": 6}"
MAR20_1367,train,1,5,"{""15"": 3, ""20"": 2}"
MAR20_1368,train,1,3,"{""14"": 3}"
MAR20_1369,train,1,5,"{""16"": 5}"
MAR20_137,train,1,5,"{""16"": 5}"
MAR20_1370,train,1,2,"{""12"": 2}"
MAR20_1372,train,1,7,"{""17"": 7}"
MAR20_1373,train,1,4,"{""17"": 4}"
MAR20_1374,train,1,12,"{""14"": 12}"
MAR20_1375,val,1,10,"{""5"": 3, ""10"": 2, ""14"": 2, ""17"": 3}"
MAR20_1376,train,1,5,"{""7"": 5}"
MAR20_1379,train,1,9,"{""5"": 9}"
MAR20_1381,val,1,4,"{""15"": 2, ""20"": 2}"
MAR20_1382,train,1,2,"{""23"": 2}"
MAR20_1383,train,1,17,"{""5"": 17}"
MAR20_1384,train,1,1,"{""21"": 1}"
MAR20_1385,train,1,4,"{""20"": 4}"
MAR20_1386,val,1,5,"{""6"": 5}"
MAR20_1387,train,1,5,"{""10"": 3, ""14"": 1, ""17"": 1}"
MAR20_1388,train,1,5,"{""23"": 5}"
MAR20_1389,train,1,9,"{""19"": 9}"
MAR20_1390,val,1,1,"{""18"": 1}"
MAR20_1391,train,1,3,"{""13"": 3}"
MAR20_1392,train,1,17,"{""19"": 17}"
MAR20_1393,train,1,3,"{""13"": 3}"
MAR20_1394,val,1,6,"{""7"": 6}"
MAR20_1395,train,1,6,"{""16"": 3, ""18"": 3}"
MAR20_1396,train,1,9,"{""19"": 9}"
MAR20_1397,train,1,4,"{""20"": 4}"
MAR20_1398,train,1,4,"{""6"": 1, ""17"": 3}"
MAR20_1399,train,1,3,"{""17"": 2, ""21"": 1}"
MAR20_14,train,1,2,"{""5"": 2}"
MAR20_140,train,1,3,"{""18"": 3}"
MAR20_1400,train,1,3,"{""5"": 3}"
MAR20_1401,val,1,4,"{""8"": 4}"
MAR20_1402,train,1,1,"{""17"": 1}"
MAR20_1403,train,1,9,"{""11"": 9}"
MAR20_1404,train,1,5,"{""15"": 3, ""20"": 2}"
MAR20_1405,train,1,7,"{""4"": 5, ""22"": 2}"
MAR20_1406,train,1,6,"{""16"": 3, ""18"": 3}"
MAR20_1409,train,1,10,"{""4"": 5, ""22"": 5}"
MAR20_141,train,1,3,"{""18"": 3}"
MAR20_1410,val,1,8,"{""19"": 8}"
MAR20_1411,val,1,3,"{""17"": 3}"
MAR20_1412,train,1,3,"{""10"": 3}"
MAR20_1413,val,1,5,"{""7"": 5}"
MAR20_1414,train,1,7,"{""22"": 4, ""23"": 3}"
MAR20_1415,val,1,8,"{""10"": 2, ""14"": 3, ""17"": 3}"
MAR20_1417,val,1,2,"{""23"": 2}"
MAR20_1418,train,1,4,"{""11"": 1, ""13"": 3}"
MAR20_1419,train,1,4,"{""5"": 2, ""8"": 2}"
MAR20_142,train,1,3,"{""18"": 3}"
MAR20_1420,train,1,4,"{""4"": 4}"
MAR20_1421,train,1,12,"{""16"": 6, ""18"": 6}"
MAR20_1422,train,1,3,"{""17"": 1, ""21"": 2}"
MAR20_1423,train,1,3,"{""15"": 2, ""20"": 1}"
MAR20_1424,train,1,3,"{""4"": 3}"
MAR20_1425,train,1,7,"{""20"": 7}"
MAR20_1426,train,1,4,"{""15"": 3, ""20"": 1}"
MAR20_1427,train,1,3,"{""15"": 3}"
MAR20_1428,train,1,5,"{""4"": 4, ""22"": 1}"
MAR20_1429,train,1,5,"{""5"": 1, ""10"": 1, ""17"": 3}"
MAR20_143,val,1,4,"{""18"": 4}"
MAR20_1430,train,1,12,"{""8"": 6, ""16"": 6}"
MAR20_1431,train,1,1,"{""23"": 1}"
MAR20_1433,train,1,8,"{""8"": 4, ""19"": 4}"
MAR20_1434,train,1,8,"{""16"": 8}"
MAR20_1435,train,1,4,"{""6"": 3, ""7"": 1}"
MAR20_1436,train,1,9,"{""17"": 9}"
MAR20_1437,train,1,7,"{""19"": 7}"
MAR20_1438,train,1,5,"{""13"": 5}"
MAR20_1439,train,1,16,"{""4"": 3, ""22"": 4, ""23"": 9}"
MAR20_144,train,1,1,"{""18"": 1}"
MAR20_1440,val,1,2,"{""8"": 2}"
MAR20_1441,train,1,4,"{""7"": 4}"
MAR20_1442,val,1,6,"{""14"": 6}"
MAR20_1443,train,1,6,"{""16"": 6}"
MAR20_1444,train,1,2,"{""8"": 2}"
MAR20_1445,train,1,4,"{""17"": 4}"
MAR20_1447,train,1,2,"{""8"": 2}"
MAR20_1449,train,1,6,"{""17"": 6}"
MAR20_1451,val,1,3,"{""15"": 3}"
MAR20_1452,val,1,5,"{""6"": 5}"
MAR20_1453,train,1,12,"{""4"": 9, ""22"": 1, ""23"": 2}"
MAR20_1454,train,1,6,"{""10"": 6}"
MAR20_1455,train,1,2,"{""8"": 2}"
MAR20_1459,train,1,5,"{""19"": 5}"
MAR20_1461,train,1,2,"{""5"": 2}"
MAR20_1462,val,1,6,"{""11"": 6}"
MAR20_1463,train,1,4,"{""12"": 4}"
MAR20_1465,train,1,4,"{""23"": 4}"
MAR20_1466,val,1,3,"{""22"": 3}"
MAR20_1467,train,1,2,"{""16"": 2}"
MAR20_1468,val,1,2,"{""14"": 2}"
MAR20_1469,train,1,6,"{""6"": 4, ""12"": 2}"
MAR20_1470,train,1,2,"{""20"": 2}"
MAR20_1472,train,1,3,"{""13"": 3}"
MAR20_1473,train,1,12,"{""19"": 12}"
MAR20_1475,train,1,3,"{""13"": 3}"
MAR20_1476,train,1,5,"{""22"": 2, ""23"": 3}"
MAR20_1478,train,1,2,"{""17"": 2}"
MAR20_1479,train,1,4,"{""14"": 4}"
MAR20_148,train,1,5,"{""22"": 5}"
MAR20_1482,train,1,2,"{""5"": 1, ""12"": 1}"
MAR20_1483,val,1,3,"{""20"": 3}"
MAR20_1484,train,1,2,"{""5"": 1, ""6"": 1}"
MAR20_1485,train,1,5,"{""4"": 5}"
MAR20_1486,train,1,7,"{""16"": 7}"
MAR20_1487,train,1,6,"{""17"": 6}"
MAR20_1488,train,1,3,"{""4"": 3}"
MAR20_1489,train,1,5,"{""13"": 5}"
MAR20_149,train,1,3,"{""22"": 3}"
MAR20_1491,train,1,7,"{""8"": 7}"
MAR20_1492,train,1,14,"{""16"": 14}"
MAR20_1493,train,1,8,"{""4"": 7, ""22"": 1}"
MAR20_1494,train,1,13,"{""19"": 13}"
MAR20_1495,train,1,5,"{""6"": 1, ""17"": 2, ""21"": 2}"
MAR20_1497,train,1,4,"{""14"": 4}"
MAR20_1498,train,1,6,"{""7"": 6}"
MAR20_15,val,1,2,"{""5"": 2}"
MAR20_150,val,1,2,"{""22"": 2}"
MAR20_1500,train,1,1,"{""19"": 1}"
MAR20_1501,train,1,4,"{""12"": 4}"
MAR20_1502,train,1,4,"{""20"": 4}"
MAR20_1503,val,1,1,"{""18"": 1}"
MAR20_1504,train,1,2,"{""4"": 2}"
MAR20_1506,train,1,4,"{""23"": 4}"
MAR20_1507,val,1,5,"{""4"": 5}"
MAR20_1509,val,1,2,"{""5"": 2}"
MAR20_1510,train,1,7,"{""6"": 7}"
MAR20_1511,train,1,4,"{""5"": 4}"
MAR20_1512,train,1,7,"{""14"": 4, ""17"": 3}"
MAR20_1513,train,1,4,"{""15"": 4}"
MAR20_1514,train,1,2,"{""15"": 2}"
MAR20_1515,val,1,9,"{""13"": 9}"
MAR20_1516,val,1,2,"{""11"": 2}"
MAR20_1517,train,1,13,"{""16"": 13}"
MAR20_1519,train,1,5,"{""5"": 4, ""6"": 1}"
MAR20_1520,train,1,10,"{""5"": 1, ""12"": 2, ""19"": 7}"
MAR20_1521,train,1,3,"{""23"": 3}"
MAR20_1522,train,1,4,"{""11"": 1, ""13"": 2, ""17"": 1}"
MAR20_1523,train,1,6,"{""12"": 6}"
MAR20_1525,train,1,5,"{""6"": 1, ""7"": 4}"
MAR20_1526,train,1,6,"{""5"": 6}"
MAR20_1527,train,1,5,"{""18"": 5}"
MAR20_1529,train,1,5,"{""16"": 5}"
MAR20_153,train,1,6,"{""22"": 5, ""23"": 1}"
MAR20_1530,val,1,6,"{""17"": 3, ""21"": 3}"
MAR20_1531,train,1,10,"{""19"": 10}"
MAR20_1532,train,1,4,"{""20"": 4}"
MAR20_1533,train,1,3,"{""4"": 3}"
MAR20_1534,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1535,train,1,1,"{""5"": 1}"
MAR20_1536,train,1,4,"{""22"": 4}"
MAR20_1539,train,1,3,"{""20"": 3}"
MAR20_154,val,1,1,"{""22"": 1}"
MAR20_1540,val,1,11,"{""18"": 11}"
MAR20_1543,train,1,9,"{""14"": 9}"
MAR20_1544,train,1,18,"{""19"": 18}"
MAR20_1545,val,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1546,train,1,14,"{""16"": 14}"
MAR20_1547,val,1,17,"{""19"": 17}"
MAR20_1548,train,1,6,"{""4"": 6}"
MAR20_1549,train,1,5,"{""12"": 3, ""19"": 2}"
MAR20_1550,val,1,3,"{""17"": 3}"
MAR20_1551,train,1,4,"{""17"": 4}"
MAR20_1553,train,1,5,"{""17"": 5}"
MAR20_1556,train,1,10,"{""5"": 1, ""8"": 7, ""16"": 2}"
MAR20_1557,val,1,12,"{""18"": 12}"
MAR20_1558,train,1,19,"{""8"": 12, ""16"": 7}"
MAR20_1559,val,1,1,"{""4"": 1}"
MAR20_156,train,1,1,"{""22"": 1}"
MAR20_1560,train,1,3,"{""16"": 3}"
MAR20_1561,train,1,2,"{""10"": 2}"
MAR20_1563,train,1,4,"{""10"": 1, ""12"": 1, ""14"": 1, ""17"": 1}"
MAR20_1565,train,1,1,"{""16"": 1}"
MAR20_1566,train,1,11,"{""5"": 11}"
MAR20_1568,train,1,5,"{""15"": 3, ""20"": 2}"
MAR20_1569,val,1,13,"{""19"": 13}"
MAR20_1570,train,1,9,"{""9"": 9}"
MAR20_1571,val,1,3,"{""4"": 3}"
MAR20_1572,val,1,3,"{""17"": 3}"
MAR20_1573,train,1,17,"{""5"": 8, ""17"": 9}"
MAR20_1574,train,1,1,"{""5"": 1}"
MAR20_1575,val,1,8,"{""4"": 4, ""22"": 4}"
MAR20_1576,train,1,2,"{""15"": 1, ""20"": 1}"
MAR20_1577,train,1,6,"{""19"": 6}"
MAR20_1578,val,1,5,"{""23"": 5}"
MAR20_1579,val,1,3,"{""17"": 3}"
MAR20_1580,train,1,3,"{""23"": 3}"
MAR20_1582,train,1,15,"{""19"": 15}"
MAR20_1583,val,1,2,"{""8"": 2}"
MAR20_1585,val,1,9,"{""8"": 9}"
MAR20_1587,train,1,2,"{""17"": 2}"
MAR20_1590,train,1,4,"{""17"": 4}"
MAR20_1591,train,1,3,"{""5"": 3}"
MAR20_1592,train,1,1,"{""8"": 1}"
MAR20_1593,val,1,11,"{""19"": 11}"
MAR20_1594,train,1,21,"{""12"": 21}"
MAR20_1595,val,1,7,"{""13"": 7}"
MAR20_1598,val,1,9,"{""22"": 4, ""23"": 5}"
MAR20_1599,val,1,3,"{""4"": 3}"
MAR20_16,train,1,3,"{""13"": 3}"
MAR20_160,train,1,2,"{""22"": 2}"
MAR20_1600,train,1,7,"{""5"": 2, ""6"": 3, ""7"": 2}"
MAR20_1601,train,1,2,"{""19"": 2}"
MAR20_1602,train,1,6,"{""17"": 6}"
MAR20_1603,train,1,1,"{""18"": 1}"
MAR20_1604,train,1,2,"{""6"": 2}"
MAR20_1606,val,1,3,"{""14"": 1, ""17"": 2}"
MAR20_1607,train,1,4,"{""12"": 4}"
MAR20_1608,train,1,4,"{""20"": 4}"
MAR20_161,train,1,3,"{""22"": 3}"
MAR20_1610,train,1,4,"{""11"": 4}"
MAR20_1611,train,1,7,"{""6"": 1, ""7"": 6}"
MAR20_1613,train,1,5,"{""18"": 5}"
MAR20_1614,train,1,3,"{""18"": 3}"
MAR20_1615,train,1,9,"{""19"": 9}"
MAR20_1616,train,1,6,"{""7"": 6}"
MAR20_1617,train,1,5,"{""6"": 5}"
MAR20_1618,train,1,8,"{""17"": 8}"
MAR20_1619,train,1,8,"{""12"": 8}"
MAR20_1620,train,1,5,"{""19"": 5}"
MAR20_1621,val,1,7,"{""4"": 4, ""22"": 3}"
MAR20_1622,train,1,1,"{""16"": 1}"
MAR20_1623,train,1,3,"{""6"": 3}"
MAR20_1624,val,1,4,"{""12"": 4}"
MAR20_1625,train,1,7,"{""17"": 7}"
MAR20_1626,train,1,6,"{""5"": 3, ""8"": 3}"
MAR20_1627,train,1,8,"{""5"": 1, ""11"": 1, ""16"": 3, ""17"": 3}"
MAR20_1628,train,1,7,"{""8"": 7}"
MAR20_1629,train,1,5,"{""23"": 5}"
MAR20_1630,val,1,5,"{""5"": 3, ""21"": 2}"
MAR20_1631,train,1,4,"{""8"": 4}"
MAR20_1632,val,1,1,"{""16"": 1}"
MAR20_1633,train,1,4,"{""17"": 4}"
MAR20_1636,train,1,3,"{""15"": 2, ""20"": 1}"
MAR20_1637,train,1,1,"{""18"": 1}"
MAR20_1639,val,1,6,"{""11"": 6}"
MAR20_164,val,1,5,"{""22"": 5}"
MAR20_1641,train,1,4,"{""10"": 3, ""14"": 1}"
MAR20_1642,train,1,2,"{""8"": 2}"
MAR20_1643,train,1,7,"{""13"": 7}"
MAR20_1645,val,1,9,"{""6"": 9}"
MAR20_1646,train,1,5,"{""10"": 1, ""17"": 4}"
MAR20_1647,val,1,5,"{""4"": 5}"
MAR20_1648,val,1,6,"{""4"": 6}"
MAR20_1649,train,1,7,"{""22"": 7}"
MAR20_165,train,1,2,"{""22"": 2}"
MAR20_1650,train,1,8,"{""19"": 8}"
MAR20_1652,train,1,2,"{""8"": 2}"
MAR20_1653,train,1,4,"{""6"": 4}"
MAR20_1654,train,1,4,"{""17"": 4}"
MAR20_1655,train,1,13,"{""4"": 11, ""22"": 2}"
MAR20_1656,val,1,2,"{""8"": 1, ""19"": 1}"
MAR20_1657,train,1,5,"{""12"": 5}"
MAR20_1658,train,1,7,"{""15"": 4, ""20"": 3}"
MAR20_1659,train,1,4,"{""22"": 4}"
MAR20_166,train,1,9,"{""22"": 9}"
MAR20_1660,train,1,10,"{""19"": 10}"
MAR20_1661,train,1,4,"{""4"": 4}"
MAR20_1662,train,1,7,"{""20"": 7}"
MAR20_1666,train,1,4,"{""12"": 4}"
MAR20_1667,train,1,2,"{""19"": 2}"
MAR20_1668,train,1,3,"{""23"": 3}"
MAR20_1669,train,1,5,"{""19"": 5}"
MAR20_1671,train,1,1,"{""8"": 1}"
MAR20_1672,train,1,4,"{""20"": 4}"
MAR20_1673,val,1,5,"{""12"": 5}"
MAR20_1674,val,1,11,"{""4"": 4, ""22"": 3, ""23"": 4}"
MAR20_1675,train,1,4,"{""15"": 3, ""20"": 1}"
MAR20_1676,train,1,6,"{""4"": 4, ""22"": 2}"
MAR20_1677,train,1,2,"{""8"": 2}"
MAR20_1678,val,1,10,"{""16"": 10}"
MAR20_1679,train,1,2,"{""8"": 2}"
MAR20_168,val,1,1,"{""22"": 1}"
MAR20_1680,val,1,14,"{""4"": 6, ""22"": 4, ""23"": 4}"
MAR20_1681,train,1,4,"{""5"": 1, ""17"": 3}"
MAR20_1682,train,1,3,"{""22"": 3}"
MAR20_1683,train,1,10,"{""4"": 8, ""22"": 2}"
MAR20_1684,val,1,6,"{""21"": 6}"
MAR20_1686,train,1,5,"{""17"": 5}"
MAR20_1687,train,1,4,"{""23"": 4}"
MAR20_1689,train,1,6,"{""15"": 4, ""20"": 2}"
MAR20_1690,val,1,3,"{""12"": 3}"
MAR20_1691,train,1,3,"{""13"": 3}"
MAR20_1692,train,1,3,"{""14"": 3}"
MAR20_1694,train,1,12,"{""4"": 4, ""22"": 8}"
MAR20_1695,train,1,10,"{""8"": 10}"
MAR20_1696,train,1,1,"{""21"": 1}"
MAR20_1697,train,1,3,"{""23"": 3}"
MAR20_1698,train,1,4,"{""16"": 4}"
MAR20_17,train,1,2,"{""13"": 2}"
MAR20_170,train,1,4,"{""22"": 4}"
MAR20_1700,train,1,41,"{""12"": 41}"
MAR20_1701,train,1,4,"{""20"": 4}"
MAR20_1703,train,1,3,"{""5"": 3}"
MAR20_1704,train,1,4,"{""22"": 4}"
MAR20_1705,train,1,6,"{""10"": 4, ""17"": 2}"
MAR20_1707,val,1,4,"{""8"": 4}"
MAR20_1708,train,1,5,"{""22"": 2, ""23"": 3}"
MAR20_1709,train,1,5,"{""14"": 5}"
MAR20_171,train,1,4,"{""4"": 1, ""22"": 3}"
MAR20_1710,train,1,4,"{""20"": 4}"
MAR20_1711,train,1,4,"{""8"": 4}"
MAR20_1712,train,1,9,"{""19"": 9}"
MAR20_1714,train,1,8,"{""5"": 7, ""13"": 1}"
MAR20_1715,train,1,1,"{""14"": 1}"
MAR20_1716,train,1,3,"{""18"": 3}"
MAR20_1717,train,1,6,"{""19"": 6}"
MAR20_1718,train,1,4,"{""10"": 4}"
MAR20_1719,train,1,3,"{""6"": 3}"
MAR20_172,train,1,12,"{""22"": 12}"
MAR20_1720,train,1,1,"{""14"": 1}"
MAR20_1721,train,1,4,"{""16"": 4}"
MAR20_1723,train,1,7,"{""10"": 1, ""14"": 2, ""17"": 4}"
MAR20_1724,val,1,4,"{""22"": 2, ""23"": 2}"
MAR20_1725,train,1,1,"{""22"": 1}"
MAR20_1727,train,1,1,"{""18"": 1}"
MAR20_1728,val,1,2,"{""12"": 2}"
MAR20_1729,train,1,2,"{""15"": 1, ""20"": 1}"
MAR20_173,train,1,4,"{""4"": 3, ""22"": 1}"
MAR20_1730,train,1,2,"{""13"": 2}"
MAR20_1731,train,1,1,"{""16"": 1}"
MAR20_1732,train,1,6,"{""16"": 6}"
MAR20_1733,train,1,5,"{""17"": 3, ""21"": 2}"
MAR20_1735,val,1,12,"{""5"": 12}"
MAR20_1737,train,1,5,"{""19"": 5}"
MAR20_1738,train,1,4,"{""20"": 4}"
MAR20_1739,train,1,1,"{""8"": 1}"
MAR20_1740,val,1,4,"{""17"": 4}"
MAR20_1742,train,1,5,"{""23"": 5}"
MAR20_1743,train,1,2,"{""8"": 2}"
MAR20_1744,train,1,4,"{""22"": 4}"
MAR20_1745,train,1,3,"{""21"": 3}"
MAR20_1746,train,1,4,"{""12"": 4}"
MAR20_1747,train,1,3,"{""8"": 3}"
MAR20_1748,train,1,7,"{""16"": 7}"
MAR20_1749,train,1,33,"{""5"": 21, ""17"": 12}"
MAR20_175,train,1,14,"{""4"": 8, ""22"": 6}"
MAR20_1751,train,1,4,"{""16"": 4}"
MAR20_1752,train,1,4,"{""23"": 4}"
MAR20_1753,train,1,5,"{""8"": 5}"
MAR20_1754,train,1,7,"{""5"": 1, ""8"": 5, ""16"": 1}"
MAR20_1755,train,1,5,"{""4"": 5}"
MAR20_1756,train,1,10,"{""10"": 10}"
MAR20_1757,val,1,10,"{""19"": 10}"
MAR20_1758,val,1,7,"{""20"": 7}"
MAR20_1759,train,1,2,"{""10"": 2}"
MAR20_176,val,1,8,"{""9"": 8}"
MAR20_1760,train,1,7,"{""10"": 2, ""11"": 2, ""13"": 2, ""17"": 1}"
MAR20_1761,train,1,3,"{""17"": 3}"
MAR20_1762,train,1,20,"{""19"": 20}"
MAR20_1763,val,1,13,"{""19"": 13}"
MAR20_1764,train,1,4,"{""7"": 4}"
MAR20_1765,val,1,4,"{""20"": 4}"
MAR20_1766,train,1,4,"{""20"": 4}"
MAR20_1767,train,1,3,"{""12"": 3}"
MAR20_1768,train,1,6,"{""12"": 6}"
MAR20_1769,train,1,3,"{""17"": 3}"
MAR20_177,train,1,8,"{""9"": 8}"
MAR20_1770,train,1,2,"{""4"": 2}"
MAR20_1771,train,1,6,"{""15"": 3, ""20"": 3}"
MAR20_1772,val,1,6,"{""17"": 6}"
MAR20_1773,train,1,12,"{""8"": 12}"
MAR20_1774,train,1,6,"{""4"": 6}"
MAR20_1775,train,1,6,"{""13"": 6}"
MAR20_1777,train,1,6,"{""6"": 6}"
MAR20_1778,train,1,15,"{""8"": 15}"
MAR20_1779,train,1,3,"{""15"": 3}"
MAR20_178,train,1,1,"{""9"": 1}"
MAR20_1780,val,1,2,"{""8"": 2}"
MAR20_1781,train,1,4,"{""8"": 4}"
MAR20_1782,train,1,2,"{""6"": 1, ""21"": 1}"
MAR20_1783,train,1,6,"{""9"": 6}"
MAR20_1784,train,1,3,"{""15"": 3}"
MAR20_1785,train,1,1,"{""11"": 1}"
MAR20_1786,val,1,6,"{""16"": 6}"
MAR20_1787,train,1,5,"{""8"": 5}"
MAR20_1788,val,1,4,"{""14"": 4}"
MAR20_1790,train,1,1,"{""17"": 1}"
MAR20_1791,val,1,2,"{""16"": 2}"
MAR20_1793,train,1,4,"{""17"": 4}"
MAR20_1795,val,1,5,"{""17"": 5}"
MAR20_1796,train,1,12,"{""10"": 1, ""17"": 11}"
MAR20_1797,train,1,8,"{""6"": 8}"
